Guess time: 20, Issue： 2019101 baseM: 1815, result: 15, red_balls: ['2', '16', '25', '31', '32', '3'], blue_ball: 5, act_red_balls: ['1', '4', '9', '21', '31', '33'], act_blue_ball: 5, ret: 15, red_correct: 1
Guess time: 237, Issue： 2021033 baseM: 70, result: 15, red_balls: ['1', '18', '20', '23', '30', '28'], blue_ball: 6, act_red_balls: ['2', '12', '13', '14', '31', '33'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 242, Issue： 2021038 baseM: 45, result: 15, red_balls: ['4', '14', '15', '18', '30', '1'], blue_ball: 6, act_red_balls: ['5', '7', '9', '16', '18', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
base_money is negative, stop, totally round: 247
Guess time: 20, Issue： 2019101 baseM: 1815, result: 15, red_balls: ['13', '23', '25', '32', '33', '20'], blue_ball: 5, act_red_balls: ['1', '4', '9', '21', '31', '33'], act_blue_ball: 5, ret: 15, red_correct: 1
Guess time: 25, Issue： 2019106 baseM: 1790, result: 15, red_balls: ['3', '4', '14', '15', '23', '22'], blue_ball: 14, act_red_balls: ['2', '14', '22', '27', '30', '33'], act_blue_ball: 14, ret: 15, red_correct: 2
Guess time: 32, Issue： 2019113 baseM: 1745, result: 15, red_balls: ['9', '12', '16', '20', '22', '17'], blue_ball: 15, act_red_balls: ['1', '5', '19', '21', '25', '33'], act_blue_ball: 15, ret: 15, red_correct: 0
Guess time: 45, Issue： 2019126 baseM: 1665, result: 40, red_balls: ['2', '14', '29', '30', '31', '26'], blue_ball: 16, act_red_balls: ['2', '14', '17', '29', '32', '33'], act_blue_ball: 16, ret: 40, red_correct: 3
Guess time: 56, Issue： 2019137 baseM: 1580, result: 15, red_balls: ['1', '3', '6', '14', '26', '16'], blue_ball: 6, act_red_balls: ['7', '10', '13', '19', '23', '31'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 79, Issue： 2020009 baseM: 1400, result: 40, red_balls: ['3', '13', '19', '26', '31', '6'], blue_ball: 6, act_red_balls: ['3', '6', '8', '14', '19', '26'], act_blue_ball: 12, ret: 40, red_correct: 4
Guess time: 80, Issue： 2020010 baseM: 1440, result: 40, red_balls: ['8', '11', '13', '14', '31', '22'], blue_ball: 6, act_red_balls: ['11', '14', '22', '27', '31', '32'], act_blue_ball: 9, ret: 40, red_correct: 4
Guess time: 96, Issue： 2020026 baseM: 1305, result: 15, red_balls: ['13', '16', '18', '30', '32', '24'], blue_ball: 6, act_red_balls: ['1', '4', '9', '18', '19', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 97, Issue： 2020027 baseM: 1320, result: 15, red_balls: ['5', '8', '10', '11', '26', '30'], blue_ball: 6, act_red_balls: ['12', '13', '14', '24', '25', '28'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 106, Issue： 2020036 baseM: 1255, result: 15, red_balls: ['13', '24', '26', '30', '33', '18'], blue_ball: 6, act_red_balls: ['7', '9', '16', '22', '24', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 146, Issue： 2020076 baseM: 905, result: 40, red_balls: ['10', '18', '20', '22', '30', '7'], blue_ball: 6, act_red_balls: ['10', '15', '16', '18', '20', '27'], act_blue_ball: 6, ret: 40, red_correct: 3
Guess time: 156, Issue： 2020086 baseM: 830, result: 15, red_balls: ['2', '5', '12', '27', '30', '19'], blue_ball: 6, act_red_balls: ['2', '4', '6', '15', '24', '27'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 160, Issue： 2020090 baseM: 815, result: 15, red_balls: ['10', '11', '23', '27', '32', '4'], blue_ball: 6, act_red_balls: ['2', '21', '23', '26', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 199, Issue： 2020129 baseM: 475, result: 40, red_balls: ['1', '2', '13', '28', '30', '33'], blue_ball: 6, act_red_balls: ['1', '2', '5', '15', '28', '33'], act_blue_ball: 4, ret: 40, red_correct: 4
Guess time: 217, Issue： 2021013 baseM: 320, result: 15, red_balls: ['3', '10', '25', '29', '30', '1'], blue_ball: 6, act_red_balls: ['6', '9', '12', '16', '27', '31'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 218, Issue： 2021014 baseM: 335, result: 15, red_balls: ['9', '15', '18', '19', '29', '27'], blue_ball: 6, act_red_balls: ['4', '15', '21', '25', '29', '33'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 222, Issue： 2021018 baseM: 320, result: 15, red_balls: ['6', '16', '19', '30', '32', '22'], blue_ball: 6, act_red_balls: ['2', '8', '14', '23', '25', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 226, Issue： 2021022 baseM: 305, result: 15, red_balls: ['10', '11', '15', '16', '22', '12'], blue_ball: 6, act_red_balls: ['10', '15', '17', '25', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 237, Issue： 2021033 baseM: 220, result: 15, red_balls: ['7', '10', '14', '24', '30', '20'], blue_ball: 6, act_red_balls: ['2', '12', '13', '14', '31', '33'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 242, Issue： 2021038 baseM: 195, result: 15, red_balls: ['1', '9', '12', '19', '33', '26'], blue_ball: 6, act_red_balls: ['5', '7', '9', '16', '18', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 250, Issue： 2021046 baseM: 140, result: 15, red_balls: ['9', '14', '16', '26', '30', '6'], blue_ball: 6, act_red_balls: ['5', '9', '13', '21', '28', '33'], act_blue_ball: 6, ret: 15, red_correct: 1
base_money is negative, stop, totally round: 264
Guess time: 20, Issue： 2019101 baseM: 1840, result: 40, red_balls: ['1', '4', '11', '12', '27', '21'], blue_ball: 5, act_red_balls: ['1', '4', '9', '21', '31', '33'], act_blue_ball: 5, ret: 40, red_correct: 3
Guess time: 25, Issue： 2019106 baseM: 1815, result: 15, red_balls: ['12', '13', '22', '25', '26', '15'], blue_ball: 14, act_red_balls: ['2', '14', '22', '27', '30', '33'], act_blue_ball: 14, ret: 15, red_correct: 1
Guess time: 32, Issue： 2019113 baseM: 1770, result: 15, red_balls: ['15', '16', '17', '24', '32', '21'], blue_ball: 15, act_red_balls: ['1', '5', '19', '21', '25', '33'], act_blue_ball: 15, ret: 15, red_correct: 1
Guess time: 45, Issue： 2019126 baseM: 1665, result: 15, red_balls: ['9', '14', '16', '19', '27', '5'], blue_ball: 16, act_red_balls: ['2', '14', '17', '29', '32', '33'], act_blue_ball: 16, ret: 15, red_correct: 1
Guess time: 56, Issue： 2019137 baseM: 1580, result: 15, red_balls: ['1', '13', '20', '24', '30', '17'], blue_ball: 6, act_red_balls: ['7', '10', '13', '19', '23', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 96, Issue： 2020026 baseM: 1205, result: 15, red_balls: ['2', '3', '15', '17', '22', '21'], blue_ball: 6, act_red_balls: ['1', '4', '9', '18', '19', '31'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 97, Issue： 2020027 baseM: 1220, result: 15, red_balls: ['1', '4', '7', '12', '14', '29'], blue_ball: 6, act_red_balls: ['12', '13', '14', '24', '25', '28'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 106, Issue： 2020036 baseM: 1155, result: 15, red_balls: ['15', '17', '21', '22', '30', '27'], blue_ball: 6, act_red_balls: ['7', '9', '16', '22', '24', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 146, Issue： 2020076 baseM: 780, result: 15, red_balls: ['5', '6', '10', '24', '27', '9'], blue_ball: 6, act_red_balls: ['10', '15', '16', '18', '20', '27'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 156, Issue： 2020086 baseM: 705, result: 15, red_balls: ['4', '16', '21', '24', '30', '29'], blue_ball: 6, act_red_balls: ['2', '4', '6', '15', '24', '27'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 160, Issue： 2020090 baseM: 690, result: 15, red_balls: ['9', '10', '12', '24', '30', '23'], blue_ball: 6, act_red_balls: ['2', '21', '23', '26', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 217, Issue： 2021013 baseM: 145, result: 15, red_balls: ['6', '8', '10', '23', '24', '11'], blue_ball: 6, act_red_balls: ['6', '9', '12', '16', '27', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 218, Issue： 2021014 baseM: 160, result: 15, red_balls: ['1', '9', '10', '13', '27', '24'], blue_ball: 6, act_red_balls: ['4', '15', '21', '25', '29', '33'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 222, Issue： 2021018 baseM: 145, result: 15, red_balls: ['9', '19', '20', '24', '28', '2'], blue_ball: 6, act_red_balls: ['2', '8', '14', '23', '25', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 226, Issue： 2021022 baseM: 130, result: 15, red_balls: ['5', '15', '16', '24', '27', '28'], blue_ball: 6, act_red_balls: ['10', '15', '17', '25', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 237, Issue： 2021033 baseM: 45, result: 15, red_balls: ['12', '15', '18', '27', '32', '8'], blue_ball: 6, act_red_balls: ['2', '12', '13', '14', '31', '33'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 242, Issue： 2021038 baseM: 20, result: 15, red_balls: ['1', '3', '14', '16', '17', '27'], blue_ball: 6, act_red_balls: ['5', '7', '9', '16', '18', '27'], act_blue_ball: 6, ret: 15, red_correct: 2
base_money is negative, stop, totally round: 244
Guess time: 20, Issue： 2019101 baseM: 1815, result: 15, red_balls: ['7', '14', '17', '20', '31', '23'], blue_ball: 5, act_red_balls: ['1', '4', '9', '21', '31', '33'], act_blue_ball: 5, ret: 15, red_correct: 1
Guess time: 25, Issue： 2019106 baseM: 1790, result: 15, red_balls: ['2', '9', '19', '24', '31', '5'], blue_ball: 14, act_red_balls: ['2', '14', '22', '27', '30', '33'], act_blue_ball: 14, ret: 15, red_correct: 1
Guess time: 32, Issue： 2019113 baseM: 1770, result: 40, red_balls: ['5', '10', '14', '17', '21', '33'], blue_ball: 15, act_red_balls: ['1', '5', '19', '21', '25', '33'], act_blue_ball: 15, ret: 40, red_correct: 3
Guess time: 45, Issue： 2019126 baseM: 1665, result: 15, red_balls: ['4', '6', '16', '23', '27', '12'], blue_ball: 16, act_red_balls: ['2', '14', '17', '29', '32', '33'], act_blue_ball: 16, ret: 15, red_correct: 0
Guess time: 56, Issue： 2019137 baseM: 1580, result: 15, red_balls: ['4', '5', '6', '20', '29', '7'], blue_ball: 6, act_red_balls: ['7', '10', '13', '19', '23', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 96, Issue： 2020026 baseM: 1205, result: 15, red_balls: ['7', '22', '23', '27', '30', '18'], blue_ball: 6, act_red_balls: ['1', '4', '9', '18', '19', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 97, Issue： 2020027 baseM: 1220, result: 15, red_balls: ['3', '4', '11', '19', '27', '18'], blue_ball: 6, act_red_balls: ['12', '13', '14', '24', '25', '28'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 106, Issue： 2020036 baseM: 1155, result: 15, red_balls: ['22', '23', '25', '28', '29', '19'], blue_ball: 6, act_red_balls: ['7', '9', '16', '22', '24', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 146, Issue： 2020076 baseM: 780, result: 15, red_balls: ['3', '14', '17', '21', '25', '5'], blue_ball: 6, act_red_balls: ['10', '15', '16', '18', '20', '27'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 156, Issue： 2020086 baseM: 705, result: 15, red_balls: ['2', '18', '21', '27', '29', '16'], blue_ball: 6, act_red_balls: ['2', '4', '6', '15', '24', '27'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 160, Issue： 2020090 baseM: 690, result: 15, red_balls: ['1', '18', '22', '23', '24', '10'], blue_ball: 6, act_red_balls: ['2', '21', '23', '26', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 176, Issue： 2020106 baseM: 580, result: 40, red_balls: ['2', '11', '18', '20', '28', '14'], blue_ball: 6, act_red_balls: ['2', '4', '11', '15', '18', '28'], act_blue_ball: 10, ret: 40, red_correct: 4
Guess time: 217, Issue： 2021013 baseM: 195, result: 15, red_balls: ['10', '15', '16', '21', '29', '28'], blue_ball: 6, act_red_balls: ['6', '9', '12', '16', '27', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 218, Issue： 2021014 baseM: 210, result: 15, red_balls: ['9', '10', '16', '18', '27', '14'], blue_ball: 6, act_red_balls: ['4', '15', '21', '25', '29', '33'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 222, Issue： 2021018 baseM: 195, result: 15, red_balls: ['11', '13', '21', '28', '30', '25'], blue_ball: 6, act_red_balls: ['2', '8', '14', '23', '25', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 226, Issue： 2021022 baseM: 205, result: 40, red_balls: ['2', '13', '15', '17', '28', '32'], blue_ball: 6, act_red_balls: ['10', '15', '17', '25', '31', '32'], act_blue_ball: 6, ret: 40, red_correct: 3
Guess time: 237, Issue： 2021033 baseM: 120, result: 15, red_balls: ['9', '14', '22', '24', '29', '15'], blue_ball: 6, act_red_balls: ['2', '12', '13', '14', '31', '33'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 242, Issue： 2021038 baseM: 95, result: 15, red_balls: ['6', '11', '21', '23', '33', '16'], blue_ball: 6, act_red_balls: ['5', '7', '9', '16', '18', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 250, Issue： 2021046 baseM: 40, result: 15, red_balls: ['6', '13', '26', '27', '32', '5'], blue_ball: 6, act_red_balls: ['5', '9', '13', '21', '28', '33'], act_blue_ball: 6, ret: 15, red_correct: 2
base_money is negative, stop, totally round: 254
Guess time: 20, Issue： 2019101 baseM: 1815, result: 15, red_balls: ['7', '13', '14', '22', '29', '8'], blue_ball: 5, act_red_balls: ['1', '4', '9', '21', '31', '33'], act_blue_ball: 5, ret: 15, red_correct: 0
Guess time: 25, Issue： 2019106 baseM: 1790, result: 15, red_balls: ['15', '17', '21', '24', '27', '11'], blue_ball: 14, act_red_balls: ['2', '14', '22', '27', '30', '33'], act_blue_ball: 14, ret: 15, red_correct: 1
Guess time: 32, Issue： 2019113 baseM: 1745, result: 15, red_balls: ['6', '21', '25', '26', '28', '9'], blue_ball: 15, act_red_balls: ['1', '5', '19', '21', '25', '33'], act_blue_ball: 15, ret: 15, red_correct: 2
Guess time: 45, Issue： 2019126 baseM: 1640, result: 15, red_balls: ['12', '14', '19', '23', '33', '10'], blue_ball: 16, act_red_balls: ['2', '14', '17', '29', '32', '33'], act_blue_ball: 16, ret: 15, red_correct: 2
Guess time: 50, Issue： 2019131 baseM: 1640, result: 40, red_balls: ['9', '16', '19', '28', '31', '24'], blue_ball: 6, act_red_balls: ['9', '17', '19', '20', '24', '31'], act_blue_ball: 4, ret: 40, red_correct: 4
Guess time: 56, Issue： 2019137 baseM: 1630, result: 40, red_balls: ['2', '10', '18', '20', '23', '19'], blue_ball: 6, act_red_balls: ['7', '10', '13', '19', '23', '31'], act_blue_ball: 6, ret: 40, red_correct: 3
Guess time: 96, Issue： 2020026 baseM: 1255, result: 15, red_balls: ['1', '5', '7', '12', '20', '13'], blue_ball: 6, act_red_balls: ['1', '4', '9', '18', '19', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 97, Issue： 2020027 baseM: 1270, result: 15, red_balls: ['9', '10', '14', '18', '31', '32'], blue_ball: 6, act_red_balls: ['12', '13', '14', '24', '25', '28'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 106, Issue： 2020036 baseM: 1205, result: 15, red_balls: ['15', '16', '18', '19', '27', '30'], blue_ball: 6, act_red_balls: ['7', '9', '16', '22', '24', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 146, Issue： 2020076 baseM: 830, result: 15, red_balls: ['2', '8', '12', '15', '30', '29'], blue_ball: 6, act_red_balls: ['10', '15', '16', '18', '20', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 156, Issue： 2020086 baseM: 755, result: 15, red_balls: ['1', '8', '9', '25', '29', '16'], blue_ball: 6, act_red_balls: ['2', '4', '6', '15', '24', '27'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 160, Issue： 2020090 baseM: 740, result: 15, red_balls: ['3', '9', '15', '18', '33', '12'], blue_ball: 6, act_red_balls: ['2', '21', '23', '26', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 217, Issue： 2021013 baseM: 195, result: 15, red_balls: ['1', '7', '13', '19', '30', '22'], blue_ball: 6, act_red_balls: ['6', '9', '12', '16', '27', '31'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 218, Issue： 2021014 baseM: 210, result: 15, red_balls: ['5', '14', '19', '24', '28', '32'], blue_ball: 6, act_red_balls: ['4', '15', '21', '25', '29', '33'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 222, Issue： 2021018 baseM: 195, result: 15, red_balls: ['3', '5', '6', '8', '9', '15'], blue_ball: 6, act_red_balls: ['2', '8', '14', '23', '25', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 226, Issue： 2021022 baseM: 180, result: 15, red_balls: ['1', '6', '7', '10', '33', '30'], blue_ball: 6, act_red_balls: ['10', '15', '17', '25', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 237, Issue： 2021033 baseM: 95, result: 15, red_balls: ['8', '24', '27', '28', '29', '33'], blue_ball: 6, act_red_balls: ['2', '12', '13', '14', '31', '33'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 242, Issue： 2021038 baseM: 70, result: 15, red_balls: ['2', '9', '14', '26', '31', '6'], blue_ball: 6, act_red_balls: ['5', '7', '9', '16', '18', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
base_money is negative, stop, totally round: 249
Guess time: 20, Issue： 2019101 baseM: 1815, result: 15, red_balls: ['8', '23', '25', '27', '28', '33'], blue_ball: 5, act_red_balls: ['1', '4', '9', '21', '31', '33'], act_blue_ball: 5, ret: 15, red_correct: 1
Guess time: 25, Issue： 2019106 baseM: 1790, result: 15, red_balls: ['1', '12', '19', '24', '28', '15'], blue_ball: 14, act_red_balls: ['2', '14', '22', '27', '30', '33'], act_blue_ball: 14, ret: 15, red_correct: 0
Guess time: 32, Issue： 2019113 baseM: 1745, result: 15, red_balls: ['4', '14', '16', '19', '20', '30'], blue_ball: 15, act_red_balls: ['1', '5', '19', '21', '25', '33'], act_blue_ball: 15, ret: 15, red_correct: 1
Guess time: 45, Issue： 2019126 baseM: 1640, result: 15, red_balls: ['1', '15', '18', '19', '27', '7'], blue_ball: 16, act_red_balls: ['2', '14', '17', '29', '32', '33'], act_blue_ball: 16, ret: 15, red_correct: 0
Guess time: 56, Issue： 2019137 baseM: 1555, result: 15, red_balls: ['3', '9', '10', '28', '32', '12'], blue_ball: 6, act_red_balls: ['7', '10', '13', '19', '23', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 96, Issue： 2020026 baseM: 1180, result: 15, red_balls: ['9', '12', '13', '16', '33', '1'], blue_ball: 6, act_red_balls: ['1', '4', '9', '18', '19', '31'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 97, Issue： 2020027 baseM: 1220, result: 40, red_balls: ['1', '12', '23', '25', '31', '13'], blue_ball: 6, act_red_balls: ['12', '13', '14', '24', '25', '28'], act_blue_ball: 6, ret: 40, red_correct: 3
Guess time: 106, Issue： 2020036 baseM: 1155, result: 15, red_balls: ['3', '8', '14', '24', '28', '2'], blue_ball: 6, act_red_balls: ['7', '9', '16', '22', '24', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 146, Issue： 2020076 baseM: 780, result: 15, red_balls: ['1', '5', '21', '26', '33', '3'], blue_ball: 6, act_red_balls: ['10', '15', '16', '18', '20', '27'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 156, Issue： 2020086 baseM: 705, result: 15, red_balls: ['5', '17', '19', '23', '24', '27'], blue_ball: 6, act_red_balls: ['2', '4', '6', '15', '24', '27'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 160, Issue： 2020090 baseM: 690, result: 15, red_balls: ['8', '10', '16', '19', '20', '23'], blue_ball: 6, act_red_balls: ['2', '21', '23', '26', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 188, Issue： 2020118 baseM: 460, result: 40, red_balls: ['11', '13', '21', '26', '33', '9'], blue_ball: 6, act_red_balls: ['11', '13', '19', '26', '30', '33'], act_blue_ball: 5, ret: 40, red_correct: 4
Guess time: 190, Issue： 2020120 baseM: 1440, result: 990, red_balls: ['3', '4', '9', '10', '20', '1'], blue_ball: 6, act_red_balls: ['1', '2', '3', '4', '9', '10'], act_blue_ball: 12, ret: 990, red_correct: 5
Guess time: 217, Issue： 2021013 baseM: 1195, result: 15, red_balls: ['8', '18', '26', '29', '33', '22'], blue_ball: 6, act_red_balls: ['6', '9', '12', '16', '27', '31'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 218, Issue： 2021014 baseM: 1210, result: 15, red_balls: ['3', '14', '18', '27', '32', '12'], blue_ball: 6, act_red_balls: ['4', '15', '21', '25', '29', '33'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 222, Issue： 2021018 baseM: 1220, result: 40, red_balls: ['15', '16', '21', '25', '32', '8'], blue_ball: 6, act_red_balls: ['2', '8', '14', '23', '25', '32'], act_blue_ball: 6, ret: 40, red_correct: 3
Guess time: 226, Issue： 2021022 baseM: 1205, result: 15, red_balls: ['1', '11', '20', '27', '29', '7'], blue_ball: 6, act_red_balls: ['10', '15', '17', '25', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 237, Issue： 2021033 baseM: 1120, result: 15, red_balls: ['3', '12', '28', '32', '33', '17'], blue_ball: 6, act_red_balls: ['2', '12', '13', '14', '31', '33'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 242, Issue： 2021038 baseM: 1095, result: 15, red_balls: ['10', '17', '24', '29', '33', '9'], blue_ball: 6, act_red_balls: ['5', '7', '9', '16', '18', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 250, Issue： 2021046 baseM: 1040, result: 15, red_balls: ['9', '13', '25', '26', '31', '19'], blue_ball: 6, act_red_balls: ['5', '9', '13', '21', '28', '33'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 280, Issue： 2021076 baseM: 765, result: 15, red_balls: ['6', '20', '21', '23', '28', '17'], blue_ball: 6, act_red_balls: ['3', '9', '21', '23', '30', '32'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 292, Issue： 2021088 baseM: 670, result: 15, red_balls: ['4', '17', '19', '20', '30', '31'], blue_ball: 6, act_red_balls: ['4', '12', '15', '16', '19', '26'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 315, Issue： 2021111 baseM: 465, result: 15, red_balls: ['10', '11', '21', '30', '32', '14'], blue_ball: 6, act_red_balls: ['17', '20', '22', '23', '26', '28'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 320, Issue： 2021116 baseM: 440, result: 15, red_balls: ['2', '12', '17', '20', '29', '4'], blue_ball: 6, act_red_balls: ['6', '14', '17', '18', '31', '33'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 334, Issue： 2021130 baseM: 325, result: 15, red_balls: ['1', '2', '12', '13', '15', '24'], blue_ball: 6, act_red_balls: ['8', '9', '15', '24', '26', '30'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 357, Issue： 2022003 baseM: 120, result: 15, red_balls: ['5', '6', '9', '19', '31', '23'], blue_ball: 6, act_red_balls: ['2', '5', '16', '17', '18', '30'], act_blue_ball: 6, ret: 15, red_correct: 1
base_money is negative, stop, totally round: 369
Guess time: 20, Issue： 2019101 baseM: 1815, result: 15, red_balls: ['2', '9', '18', '22', '25', '6'], blue_ball: 5, act_red_balls: ['1', '4', '9', '21', '31', '33'], act_blue_ball: 5, ret: 15, red_correct: 1
Guess time: 25, Issue： 2019106 baseM: 1790, result: 15, red_balls: ['12', '17', '20', '21', '22', '1'], blue_ball: 14, act_red_balls: ['2', '14', '22', '27', '30', '33'], act_blue_ball: 14, ret: 15, red_correct: 1
Guess time: 32, Issue： 2019113 baseM: 1745, result: 15, red_balls: ['2', '10', '17', '23', '29', '25'], blue_ball: 15, act_red_balls: ['1', '5', '19', '21', '25', '33'], act_blue_ball: 15, ret: 15, red_correct: 1
Guess time: 45, Issue： 2019126 baseM: 1640, result: 15, red_balls: ['4', '18', '19', '26', '32', '5'], blue_ball: 16, act_red_balls: ['2', '14', '17', '29', '32', '33'], act_blue_ball: 16, ret: 15, red_correct: 1
Guess time: 56, Issue： 2019137 baseM: 1555, result: 15, red_balls: ['3', '4', '9', '11', '18', '31'], blue_ball: 6, act_red_balls: ['7', '10', '13', '19', '23', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 96, Issue： 2020026 baseM: 1180, result: 15, red_balls: ['12', '14', '15', '25', '29', '23'], blue_ball: 6, act_red_balls: ['1', '4', '9', '18', '19', '31'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 97, Issue： 2020027 baseM: 1220, result: 40, red_balls: ['1', '11', '12', '13', '29', '25'], blue_ball: 6, act_red_balls: ['12', '13', '14', '24', '25', '28'], act_blue_ball: 6, ret: 40, red_correct: 3
Guess time: 106, Issue： 2020036 baseM: 1155, result: 15, red_balls: ['8', '9', '17', '23', '29', '11'], blue_ball: 6, act_red_balls: ['7', '9', '16', '22', '24', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 146, Issue： 2020076 baseM: 805, result: 40, red_balls: ['10', '18', '22', '27', '28', '33'], blue_ball: 6, act_red_balls: ['10', '15', '16', '18', '20', '27'], act_blue_ball: 6, ret: 40, red_correct: 3
Guess time: 156, Issue： 2020086 baseM: 755, result: 40, red_balls: ['2', '12', '14', '15', '20', '24'], blue_ball: 6, act_red_balls: ['2', '4', '6', '15', '24', '27'], act_blue_ball: 6, ret: 40, red_correct: 3
Guess time: 160, Issue： 2020090 baseM: 740, result: 15, red_balls: ['1', '7', '17', '20', '27', '2'], blue_ball: 6, act_red_balls: ['2', '21', '23', '26', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 217, Issue： 2021013 baseM: 195, result: 15, red_balls: ['3', '7', '8', '11', '27', '25'], blue_ball: 6, act_red_balls: ['6', '9', '12', '16', '27', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 218, Issue： 2021014 baseM: 210, result: 15, red_balls: ['2', '7', '11', '14', '19', '25'], blue_ball: 6, act_red_balls: ['4', '15', '21', '25', '29', '33'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 222, Issue： 2021018 baseM: 195, result: 15, red_balls: ['1', '6', '9', '23', '32', '24'], blue_ball: 6, act_red_balls: ['2', '8', '14', '23', '25', '32'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 226, Issue： 2021022 baseM: 180, result: 15, red_balls: ['7', '13', '17', '30', '31', '20'], blue_ball: 6, act_red_balls: ['10', '15', '17', '25', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 237, Issue： 2021033 baseM: 95, result: 15, red_balls: ['13', '25', '29', '30', '31', '32'], blue_ball: 6, act_red_balls: ['2', '12', '13', '14', '31', '33'], act_blue_ball: 6, ret: 15, red_correct: 2
